ENA|CP003859|CP003859.1	Streptococcus	constellatus	C1050
Fused/Bacteria/Haemophilus/influenzae/Core.fna;GenomePos=52327;interval=101-175;Tm=78.53;Ncor=0	Haemophilus	influenzae	NA
Fused/Bacteria/Haemophilus/influenzae/Core.fna;GenomePos=74976;interval=101-175;Tm=71.97;Ncor=0	Haemophilus	influenzae	NA
Fused/Bacteria/Haemophilus/influenzae/Core.fna;GenomePos=122118;interval=101-175;Tm=79.24;Ncor=0	Haemophilus	influenzae	NA
Fused/Bacteria/Haemophilus/influenzae/Core.fna;GenomePos=198266;interval=101-175;Tm=74.47;Ncor=0	Haemophilus	influenzae	NA
Fused/Bacteria/Haemophilus/influenzae/Core.fna;GenomePos=228791;interval=101-175;Tm=73.30;Ncor=0	Haemophilus	influenzae	NA
Fused/Bacteria/Haemophilus/influenzae/Core.fna;GenomePos=236330;interval=101-175;Tm=75.27;Ncor=0	Haemophilus	influenzae	NA
Fused/Bacteria/Haemophilus/influenzae/Core.fna;GenomePos=259182;interval=101-175;Tm=77.67;Ncor=0	Haemophilus	influenzae	NA
Fused/Bacteria/Haemophilus/influenzae/Core.fna;GenomePos=268264;interval=101-175;Tm=78.15;Ncor=0	Haemophilus	influenzae	NA
Fused/Bacteria/Haemophilus/influenzae/Core.fna;GenomePos=316464;interval=101-175;Tm=75.49;Ncor=0	Haemophilus	influenzae	NA
Fused/Bacteria/Haemophilus/influenzae/Core.fna;GenomePos=411217;interval=101-175;Tm=74.99;Ncor=0	Haemophilus	influenzae	NA
Fused/Bacteria/Haemophilus/influenzae/Core.fna;GenomePos=478927;interval=101-175;Tm=76.54;Ncor=0	Haemophilus	influenzae	NA
Fused/Bacteria/Haemophilus/influenzae/Core.fna;GenomePos=510381;interval=101-175;Tm=80.10;Ncor=0	Haemophilus	influenzae	NA
Fused/Bacteria/Haemophilus/influenzae/Core.fna;GenomePos=552747;interval=101-175;Tm=78.29;Ncor=0	Haemophilus	influenzae	NA
Fused/Bacteria/Haemophilus/influenzae/Core.fna;GenomePos=731085;interval=101-175;Tm=76.37;Ncor=0	Haemophilus	influenzae	NA
Fused/Bacteria/Haemophilus/influenzae/Core.fna;GenomePos=743542;interval=101-175;Tm=75.16;Ncor=0	Haemophilus	influenzae	NA
Fused/Bacteria/Haemophilus/influenzae/Core.fna;GenomePos=805009;interval=101-175;Tm=77.64;Ncor=0	Haemophilus	influenzae	NA
Fused/Bacteria/Haemophilus/influenzae/Core.fna;GenomePos=880133;interval=101-175;Tm=73.94;Ncor=0	Haemophilus	influenzae	NA
Fused/Bacteria/Haemophilus/influenzae/Core.fna;GenomePos=889319;interval=101-175;Tm=75.15;Ncor=0	Haemophilus	influenzae	NA
Fused/Bacteria/Haemophilus/influenzae/Core.fna;GenomePos=938873;interval=101-175;Tm=72.93;Ncor=0	Haemophilus	influenzae	NA
Fused/Bacteria/Haemophilus/influenzae/Core.fna;GenomePos=964412;interval=101-175;Tm=73.77;Ncor=0	Haemophilus	influenzae	NA
Fused/Bacteria/Clostridium/botulinum/515621.3.fna;GenomePos=15959;interval=101-175;Tm=75.56;Ncor=0	Clostridium	botulinum	515621.3
Fused/Bacteria/Clostridium/botulinum/515621.3.fna;GenomePos=1697600;interval=101-175;Tm=75.52;Ncor=0	Clostridium	botulinum	515621.3
Fused/Bacteria/Clostridium/botulinum/515621.3.fna;GenomePos=1702045;interval=101-175;Tm=74.10;Ncor=0	Clostridium	botulinum	515621.3
Fused/Bacteria/Clostridium/botulinum/515621.3.fna;GenomePos=1703519;interval=101-175,251-325,400-474;Tm=74.10;Ncor=0	Clostridium	botulinum	515621.3
Fused/Bacteria/Clostridium/botulinum/515621.3.fna;GenomePos=1704172;interval=101-175;Tm=75.45;Ncor=0	Clostridium	botulinum	515621.3
Fused/Bacteria/Clostridium/botulinum/515621.3.fna;GenomePos=2095361;interval=101-175;Tm=73.56;Ncor=0	Clostridium	botulinum	515621.3
Fused/Bacteria/Clostridium/botulinum/515621.3.fna;GenomePos=2102649;interval=101-175;Tm=73.25;Ncor=0	Clostridium	botulinum	515621.3
Fused/Bacteria/Clostridium/botulinum/515621.3.fna;GenomePos=2108645;interval=101-175;Tm=70.79;Ncor=0	Clostridium	botulinum	515621.3
Fused/Bacteria/Clostridium/botulinum/515621.3.fna;GenomePos=2112990;interval=101-175;Tm=71.24;Ncor=0	Clostridium	botulinum	515621.3
Fused/Bacteria/Clostridium/botulinum/515621.3.fna;GenomePos=2177861;interval=101-175,343-417;Tm=72.00;Ncor=0	Clostridium	botulinum	515621.3
Fused/Bacteria/Clostridium/botulinum/515621.3.fna;GenomePos=2179141;interval=101-175,268-342,433-507;Tm=73.03;Ncor=0	Clostridium	botulinum	515621.3
Fused/Bacteria/Clostridium/botulinum/515621.3.fna;GenomePos=2181053;interval=101-175;Tm=75.38;Ncor=0	Clostridium	botulinum	515621.3
Fused/Bacteria/Clostridium/botulinum/515621.3.fna;GenomePos=2186043;interval=101-175;Tm=71.54;Ncor=0	Clostridium	botulinum	515621.3
Fused/Bacteria/Clostridium/botulinum/515621.3.fna;GenomePos=2781732;interval=101-175;Tm=70.97;Ncor=0	Clostridium	botulinum	515621.3
Fused/Bacteria/Clostridium/botulinum/515621.3.fna;GenomePos=2811607;interval=101-175;Tm=72.05;Ncor=0	Clostridium	botulinum	515621.3
Fused/Bacteria/Enterococcus/faecium/1352.1406.fna;GenomePos=1428936;interval=101-175,288-362;Tm=73.18;Ncor=11	Enterococcus	faecium	1352.1406
Fused/Bacteria/Enterococcus/faecium/1352.1406.fna;GenomePos=1430064;interval=101-175,332-406,562-636;Tm=73.84;Ncor=11	Enterococcus	faecium	1352.1406
Fused/Bacteria/Enterococcus/faecium/1352.1406.fna;GenomePos=1432561;interval=101-175;Tm=73.80;Ncor=11	Enterococcus	faecium	1352.1406
Fused/Bacteria/Enterococcus/faecium/1352.1406.fna;GenomePos=1433823;interval=101-175;Tm=73.55;Ncor=11	Enterococcus	faecium	1352.1406
Fused/Bacteria/Enterococcus/faecium/1352.1406.fna;GenomePos=1502420;interval=101-175,294-368,485-559;Tm=76.12;Ncor=11	Enterococcus	faecium	1352.1406
Fused/Bacteria/Enterococcus/faecium/1352.1406.fna;GenomePos=1503430;interval=101-175;Tm=77.50;Ncor=11	Enterococcus	faecium	1352.1406
Fused/Bacteria/Enterococcus/faecium/1352.1406.fna;GenomePos=1504403;interval=101-175;Tm=72.84;Ncor=11	Enterococcus	faecium	1352.1406
Fused/Bacteria/Enterococcus/faecium/1352.1406.fna;GenomePos=1504892;interval=101-175;Tm=75.75;Ncor=11	Enterococcus	faecium	1352.1406
Fused/Bacteria/Enterococcus/faecium/1352.1406.fna;GenomePos=1505528;interval=101-175;Tm=74.39;Ncor=11	Enterococcus	faecium	1352.1406
Fused/Bacteria/Enterococcus/faecium/1352.1406.fna;GenomePos=1506851;interval=101-175,330-404,558-632;Tm=74.19;Ncor=11	Enterococcus	faecium	1352.1406
Fused/Bacteria/Enterococcus/faecium/1352.1406.fna;GenomePos=1607743;interval=101-175;Tm=72.96;Ncor=11	Enterococcus	faecium	1352.1406
Fused/Bacteria/Enterococcus/faecium/1352.1406.fna;GenomePos=1623290;interval=101-175;Tm=71.23;Ncor=11	Enterococcus	faecium	1352.1406
Fused/Bacteria/Enterococcus/faecium/1352.1406.fna;GenomePos=1624191;interval=101-175;Tm=74.75;Ncor=11	Enterococcus	faecium	1352.1406
Fused/Bacteria/Neisseria/meningitidis/487.1119.fna;GenomePos=382220;interval=101-175,106-180,114-188,120-194,126-200;Tm=77.58;Ncor=3	Neisseria	meningitidis	487.1119
Fused/Bacteria/Campylobacter/jejuni/1383068.3.fna;GenomePos=463679;interval=101-175,120-194,137-211;Tm=74.97;Ncor=1615	Campylobacter	jejuni	1383068.3
Fused/Bacteria/Campylobacter/jejuni/1383068.3.fna;GenomePos=464957;interval=101-175,165-239,180-254,283-357,374-448;Tm=71.68;Ncor=1615	Campylobacter	jejuni	1383068.3
Fused/Bacteria/Campylobacter/jejuni/1383068.3.fna;GenomePos=465690;interval=101-175,215-289,467-541;Tm=72.27;Ncor=1615	Campylobacter	jejuni	1383068.3
Fused/Bacteria/Campylobacter/jejuni/1383068.3.fna;GenomePos=466423;interval=101-175;Tm=73.36;Ncor=1615	Campylobacter	jejuni	1383068.3
Fused/Bacteria/Campylobacter/jejuni/1383068.3.fna;GenomePos=466709;interval=101-175,186-260;Tm=70.47;Ncor=1615	Campylobacter	jejuni	1383068.3
Fused/Bacteria/Campylobacter/jejuni/1383068.3.fna;GenomePos=476381;interval=101-175,126-200,150-224,287-361;Tm=76.87;Ncor=1615	Campylobacter	jejuni	1383068.3
Fused/Bacteria/Campylobacter/jejuni/1383068.3.fna;GenomePos=480185;interval=101-175;Tm=70.50;Ncor=1615	Campylobacter	jejuni	1383068.3
Fused/Bacteria/Enterobacter/cloacae/718254.4.fna;GenomePos=291628;interval=101-175;Tm=79.09;Ncor=12130	Enterobacter	cloacae	718254.4
Fused/Bacteria/Enterobacter/cloacae/718254.4.fna;GenomePos=292398;interval=101-175;Tm=78.96;Ncor=12130	Enterobacter	cloacae	718254.4
Fused/Bacteria/Enterobacter/cloacae/718254.4.fna;GenomePos=293168;interval=101-175;Tm=76.13;Ncor=12130	Enterobacter	cloacae	718254.4
Fused/Bacteria/Enterobacter/cloacae/718254.4.fna;GenomePos=294690;interval=101-175;Tm=77.36;Ncor=12130	Enterobacter	cloacae	718254.4
Fused/Bacteria/Enterobacter/cloacae/718254.4.fna;GenomePos=1430364;interval=101-175;Tm=75.35;Ncor=128567	Enterobacter	cloacae	718254.4
Fused/Bacteria/Enterobacter/cloacae/718254.4.fna;GenomePos=1619102;interval=101-175;Tm=76.78;Ncor=154166	Enterobacter	cloacae	718254.4
Fused/Bacteria/Enterobacter/cloacae/718254.4.fna;GenomePos=1887997;interval=101-175;Tm=77.27;Ncor=170974	Enterobacter	cloacae	718254.4
Fused/Bacteria/Enterobacter/cloacae/718254.4.fna;GenomePos=2083980;interval=101-175;Tm=82.07;Ncor=186357	Enterobacter	cloacae	718254.4
Fused/Bacteria/Enterobacter/cloacae/718254.4.fna;GenomePos=2086044;interval=101-175;Tm=75.87;Ncor=186357	Enterobacter	cloacae	718254.4
Fused/Bacteria/Enterobacter/cloacae/718254.4.fna;GenomePos=2086901;interval=101-175;Tm=79.14;Ncor=186357	Enterobacter	cloacae	718254.4
Fused/Bacteria/Enterobacter/cloacae/718254.4.fna;GenomePos=2087758;interval=101-175;Tm=82.50;Ncor=186357	Enterobacter	cloacae	718254.4
Fused/Bacteria/Enterobacter/cloacae/718254.4.fna;GenomePos=2533885;interval=101-175;Tm=81.57;Ncor=240435	Enterobacter	cloacae	718254.4
Fused/Bacteria/Enterobacter/cloacae/718254.4.fna;GenomePos=2535584;interval=101-175;Tm=75.98;Ncor=240435	Enterobacter	cloacae	718254.4
Fused/Bacteria/Enterobacter/cloacae/718254.4.fna;GenomePos=2536370;interval=101-175;Tm=77.50;Ncor=240435	Enterobacter	cloacae	718254.4
Fused/Bacteria/Enterobacter/cloacae/718254.4.fna;GenomePos=2537156;interval=101-175;Tm=77.95;Ncor=240435	Enterobacter	cloacae	718254.4
Fused/Bacteria/Enterobacter/cloacae/718254.4.fna;GenomePos=2537942;interval=101-175;Tm=80.69;Ncor=240435	Enterobacter	cloacae	718254.4
Fused/Bacteria/Enterobacter/cloacae/718254.4.fna;GenomePos=2538728;interval=101-175;Tm=81.44;Ncor=240435	Enterobacter	cloacae	718254.4
Fused/Bacteria/Enterobacter/cloacae/718254.4.fna;GenomePos=2539514;interval=101-175;Tm=80.96;Ncor=240435	Enterobacter	cloacae	718254.4
Fused/Bacteria/Enterobacter/cloacae/718254.4.fna;GenomePos=2540300;interval=101-175;Tm=75.21;Ncor=240435	Enterobacter	cloacae	718254.4
Fused/Bacteria/Enterobacter/cloacae/718254.4.fna;GenomePos=2545597;interval=101-175;Tm=78.04;Ncor=240718	Enterobacter	cloacae	718254.4
Fused/Bacteria/Klebsiella/pneumoniae/573.7242.fna;GenomePos=894598;interval=101-175;Tm=75.93;Ncor=14	Klebsiella	pneumoniae	573.7242
Fused/Bacteria/Klebsiella/pneumoniae/573.7242.fna;GenomePos=894903;interval=101-175;Tm=79.86;Ncor=14	Klebsiella	pneumoniae	573.7242
Fused/Bacteria/Klebsiella/pneumoniae/573.7242.fna;GenomePos=895208;interval=101-175;Tm=86.23;Ncor=14	Klebsiella	pneumoniae	573.7242
Fused/Bacteria/Klebsiella/pneumoniae/573.7242.fna;GenomePos=895513;interval=101-175;Tm=81.49;Ncor=14	Klebsiella	pneumoniae	573.7242
Fused/Bacteria/Klebsiella/pneumoniae/573.7242.fna;GenomePos=895818;interval=101-175;Tm=86.11;Ncor=14	Klebsiella	pneumoniae	573.7242
Fused/Bacteria/Klebsiella/pneumoniae/573.7242.fna;GenomePos=896123;interval=101-175;Tm=81.23;Ncor=14	Klebsiella	pneumoniae	573.7242
Fused/Bacteria/Klebsiella/pneumoniae/573.7242.fna;GenomePos=896428;interval=101-175;Tm=79.79;Ncor=14	Klebsiella	pneumoniae	573.7242
Fused/Bacteria/Klebsiella/pneumoniae/573.7242.fna;GenomePos=933440;interval=101-175;Tm=79.16;Ncor=14	Klebsiella	pneumoniae	573.7242
Fused/Bacteria/Klebsiella/pneumoniae/573.7242.fna;GenomePos=1003780;interval=101-175;Tm=72.13;Ncor=15	Klebsiella	pneumoniae	573.7242
Fused/Bacteria/Klebsiella/pneumoniae/573.7242.fna;GenomePos=1643483;interval=101-175;Tm=78.57;Ncor=23	Klebsiella	pneumoniae	573.7242
Fused/Bacteria/Klebsiella/pneumoniae/573.7242.fna;GenomePos=1647754;interval=101-175;Tm=77.52;Ncor=23	Klebsiella	pneumoniae	573.7242
Fused/Bacteria/Klebsiella/pneumoniae/573.7242.fna;GenomePos=1648248;interval=101-175;Tm=76.49;Ncor=23	Klebsiella	pneumoniae	573.7242
Fused/Bacteria/Klebsiella/pneumoniae/573.7242.fna;GenomePos=1648742;interval=101-175;Tm=80.03;Ncor=23	Klebsiella	pneumoniae	573.7242
Fused/Bacteria/Klebsiella/pneumoniae/573.7242.fna;GenomePos=1727957;interval=101-175;Tm=80.33;Ncor=23	Klebsiella	pneumoniae	573.7242
Fused/Bacteria/Klebsiella/pneumoniae/573.7242.fna;GenomePos=1830327;interval=101-175;Tm=71.77;Ncor=23	Klebsiella	pneumoniae	573.7242
Fused/Bacteria/Klebsiella/pneumoniae/573.7242.fna;GenomePos=1906194;interval=101-175;Tm=77.55;Ncor=23	Klebsiella	pneumoniae	573.7242
Fused/Bacteria/Klebsiella/pneumoniae/573.7242.fna;GenomePos=1919666;interval=101-175;Tm=81.58;Ncor=23	Klebsiella	pneumoniae	573.7242
Fused/Bacteria/Bordetella/holmesii/Core.fna;GenomePos=593;interval=101-175;Tm=83.38;Ncor=0	Bordetella	holmesii	NA
Fused/Bacteria/Bordetella/holmesii/Core.fna;GenomePos=12375;interval=101-175;Tm=83.55;Ncor=0	Bordetella	holmesii	NA
Fused/Bacteria/Bordetella/holmesii/Core.fna;GenomePos=115402;interval=101-175;Tm=78.55;Ncor=0	Bordetella	holmesii	NA
Fused/Bacteria/Bordetella/holmesii/Core.fna;GenomePos=116828;interval=101-175;Tm=86.03;Ncor=0	Bordetella	holmesii	NA
Fused/Bacteria/Bordetella/holmesii/Core.fna;GenomePos=169851;interval=101-175;Tm=82.29;Ncor=0	Bordetella	holmesii	NA
Fused/Bacteria/Bordetella/holmesii/Core.fna;GenomePos=293530;interval=101-175;Tm=82.95;Ncor=0	Bordetella	holmesii	NA
Fused/Bacteria/Bordetella/holmesii/Core.fna;GenomePos=836669;interval=101-175;Tm=85.09;Ncor=0	Bordetella	holmesii	NA
Fused/Bacteria/Bordetella/holmesii/Core.fna;GenomePos=1181113;interval=101-175;Tm=84.77;Ncor=0	Bordetella	holmesii	NA
Fused/Bacteria/Bordetella/holmesii/Core.fna;GenomePos=1395911;interval=101-175;Tm=77.41;Ncor=0	Bordetella	holmesii	NA
Fused/Bacteria/Bordetella/holmesii/Core.fna;GenomePos=1738380;interval=101-175;Tm=81.76;Ncor=0	Bordetella	holmesii	NA
Fused/Bacteria/Bordetella/holmesii/Core.fna;GenomePos=1786383;interval=101-175;Tm=84.77;Ncor=0	Bordetella	holmesii	NA
Fused/Bacteria/Bordetella/holmesii/Core.fna;GenomePos=2265482;interval=101-175;Tm=82.49;Ncor=0	Bordetella	holmesii	NA
Fused/Bacteria/Bordetella/holmesii/Core.fna;GenomePos=3099864;interval=101-175;Tm=86.71;Ncor=0	Bordetella	holmesii	NA
Fused/Bacteria/Bordetella/holmesii/Core.fna;GenomePos=3121524;interval=101-175;Tm=83.44;Ncor=0	Bordetella	holmesii	NA
Fused/Bacteria/Bordetella/holmesii/Core.fna;GenomePos=3157841;interval=101-175;Tm=80.04;Ncor=0	Bordetella	holmesii	NA
Fused/Bacteria/Bordetella/holmesii/Core.fna;GenomePos=3159316;interval=101-175;Tm=86.15;Ncor=0	Bordetella	holmesii	NA
Fused/Bacteria/Bordetella/holmesii/Core.fna;GenomePos=3176221;interval=101-175;Tm=85.84;Ncor=0	Bordetella	holmesii	NA
Fused/Bacteria/Bordetella/holmesii/Core.fna;GenomePos=3206173;interval=101-175;Tm=84.41;Ncor=0	Bordetella	holmesii	NA
Fused/Bacteria/Bordetella/holmesii/Core.fna;GenomePos=3208354;interval=101-175;Tm=85.51;Ncor=0	Bordetella	holmesii	NA
Fused/Bacteria/Bordetella/holmesii/Core.fna;GenomePos=3228697;interval=101-175;Tm=76.75;Ncor=0	Bordetella	holmesii	NA
Fused/Bacteria/Escherichia/coli/562.22350.fna;GenomePos=2240716;interval=101-175,116-190,130-204,145-219,174-248,295-369,524-598,539-613,554-628;Tm=83.42;Ncor=15	Escherichia	coli	562.22350
Fused/Bacteria/Escherichia/coli/562.22350.fna;GenomePos=2504420;interval=101-175,129-203,156-230;Tm=76.62;Ncor=15	Escherichia	coli	562.22350
Fused/Bacteria/Escherichia/coli/562.22350.fna;GenomePos=2650041;interval=101-175,119-193,136-210;Tm=76.18;Ncor=15	Escherichia	coli	562.22350
Fused/Bacteria/Escherichia/coli/562.22350.fna;GenomePos=2701007;interval=101-175,123-197;Tm=79.91;Ncor=15	Escherichia	coli	562.22350
Fused/Bacteria/Escherichia/coli/562.22350.fna;GenomePos=2701394;interval=101-175,123-197,143-217;Tm=84.93;Ncor=15	Escherichia	coli	562.22350
Fused/Bacteria/Escherichia/coli/562.11327.fna;GenomePos=674;interval=101-175,346-420,589-663;Tm=75.18;Ncor=0	Escherichia	coli	562.11327
Fused/Bacteria/Escherichia/coli/562.11327.fna;GenomePos=3612;interval=101-175;Tm=76.74;Ncor=0	Escherichia	coli	562.11327
Fused/Bacteria/Escherichia/coli/562.11327.fna;GenomePos=2528783;interval=101-175;Tm=72.70;Ncor=13	Escherichia	coli	562.11327
Fused/Bacteria/Escherichia/coli/562.11327.fna;GenomePos=2531660;interval=101-175;Tm=77.82;Ncor=13	Escherichia	coli	562.11327
Fused/Bacteria/Escherichia/coli/562.11327.fna;GenomePos=2560871;interval=101-175;Tm=87.06;Ncor=13	Escherichia	coli	562.11327
Fused/Bacteria/Escherichia/coli/562.11327.fna;GenomePos=2561187;interval=101-175;Tm=73.48;Ncor=13	Escherichia	coli	562.11327
Fused/Bacteria/Escherichia/coli/562.11327.fna;GenomePos=2561503;interval=101-175;Tm=73.32;Ncor=13	Escherichia	coli	562.11327
Fused/Bacteria/Escherichia/coli/562.11327.fna;GenomePos=2813321;interval=101-175,375-449,648-722;Tm=79.01;Ncor=14	Escherichia	coli	562.11327
Fused/Bacteria/Escherichia/coli/562.11327.fna;GenomePos=2822299;interval=101-175;Tm=80.34;Ncor=14	Escherichia	coli	562.11327
Fused/Bacteria/Escherichia/coli/562.11327.fna;GenomePos=2822581;interval=101-175;Tm=79.60;Ncor=14	Escherichia	coli	562.11327
Fused/Bacteria/Escherichia/coli/562.11327.fna;GenomePos=2822862;interval=101-175;Tm=72.81;Ncor=14	Escherichia	coli	562.11327
Fused/Bacteria/Escherichia/coli/562.11327.fna;GenomePos=2843168;interval=101-175;Tm=79.08;Ncor=14	Escherichia	coli	562.11327
Fused/Bacteria/Proteus/mirabilis/584.140.fna;GenomePos=379540;interval=101-175;Tm=72.86;Ncor=4	Proteus	mirabilis	584.140
Fused/Bacteria/Proteus/mirabilis/584.140.fna;GenomePos=380049;interval=101-175;Tm=72.15;Ncor=4	Proteus	mirabilis	584.140
Fused/Bacteria/Proteus/mirabilis/584.140.fna;GenomePos=380558;interval=101-175;Tm=73.84;Ncor=4	Proteus	mirabilis	584.140
Fused/Bacteria/Proteus/mirabilis/584.140.fna;GenomePos=384632;interval=101-175;Tm=73.98;Ncor=4	Proteus	mirabilis	584.140
Fused/Bacteria/Proteus/mirabilis/584.140.fna;GenomePos=388586;interval=101-175;Tm=79.11;Ncor=4	Proteus	mirabilis	584.140
Fused/Bacteria/Proteus/mirabilis/584.140.fna;GenomePos=389245;interval=101-175;Tm=77.83;Ncor=4	Proteus	mirabilis	584.140
Fused/Bacteria/Proteus/mirabilis/584.140.fna;GenomePos=389904;interval=101-175;Tm=77.79;Ncor=4	Proteus	mirabilis	584.140
Fused/Bacteria/Proteus/mirabilis/584.140.fna;GenomePos=402075;interval=101-175;Tm=77.48;Ncor=4	Proteus	mirabilis	584.140
Fused/Bacteria/Proteus/mirabilis/584.140.fna;GenomePos=490896;interval=101-175;Tm=76.59;Ncor=4	Proteus	mirabilis	584.140
Fused/Bacteria/Proteus/mirabilis/584.140.fna;GenomePos=491377;interval=101-175;Tm=75.43;Ncor=4	Proteus	mirabilis	584.140
Fused/Bacteria/Proteus/mirabilis/584.140.fna;GenomePos=491858;interval=101-175;Tm=75.52;Ncor=4	Proteus	mirabilis	584.140
Fused/Bacteria/Proteus/mirabilis/584.140.fna;GenomePos=494132;interval=101-175;Tm=74.51;Ncor=4	Proteus	mirabilis	584.140
Fused/Bacteria/Proteus/mirabilis/584.140.fna;GenomePos=512339;interval=101-175;Tm=74.82;Ncor=4	Proteus	mirabilis	584.140
Fused/Bacteria/Proteus/mirabilis/584.140.fna;GenomePos=773423;interval=101-175;Tm=76.85;Ncor=7	Proteus	mirabilis	584.140
Fused/Bacteria/Proteus/mirabilis/584.140.fna;GenomePos=774526;interval=101-175;Tm=79.71;Ncor=7	Proteus	mirabilis	584.140
Fused/Bacteria/Proteus/mirabilis/584.140.fna;GenomePos=776122;interval=101-175;Tm=74.02;Ncor=7	Proteus	mirabilis	584.140
Fused/Bacteria/Proteus/mirabilis/584.140.fna;GenomePos=833892;interval=101-175;Tm=73.48;Ncor=7	Proteus	mirabilis	584.140
Fused/Bacteria/Proteus/mirabilis/584.140.fna;GenomePos=845550;interval=101-175;Tm=79.13;Ncor=7	Proteus	mirabilis	584.140
Fused/Bacteria/Proteus/mirabilis/584.140.fna;GenomePos=849102;interval=101-175;Tm=73.97;Ncor=7	Proteus	mirabilis	584.140
Fused/Bacteria/Proteus/mirabilis/584.140.fna;GenomePos=851388;interval=101-175;Tm=76.53;Ncor=7	Proteus	mirabilis	584.140
Fused/Bacteria/Staphylococcus/saprophyticus/Core.fna;GenomePos=230337;interval=101-175;Tm=74.22;Ncor=0	Staphylococcus	saprophyticus	NA
Fused/Bacteria/Staphylococcus/saprophyticus/Core.fna;GenomePos=239704;interval=101-175;Tm=77.62;Ncor=0	Staphylococcus	saprophyticus	NA
Fused/Bacteria/Staphylococcus/saprophyticus/Core.fna;GenomePos=338013;interval=101-175;Tm=74.41;Ncor=0	Staphylococcus	saprophyticus	NA
Fused/Bacteria/Staphylococcus/saprophyticus/Core.fna;GenomePos=564456;interval=101-175;Tm=72.47;Ncor=0	Staphylococcus	saprophyticus	NA
Fused/Bacteria/Staphylococcus/saprophyticus/Core.fna;GenomePos=577316;interval=101-175;Tm=73.18;Ncor=0	Staphylococcus	saprophyticus	NA
Fused/Bacteria/Staphylococcus/saprophyticus/Core.fna;GenomePos=668685;interval=101-175;Tm=74.48;Ncor=0	Staphylococcus	saprophyticus	NA
Fused/Bacteria/Staphylococcus/saprophyticus/Core.fna;GenomePos=693652;interval=101-175;Tm=73.62;Ncor=0	Staphylococcus	saprophyticus	NA
Fused/Bacteria/Staphylococcus/saprophyticus/Core.fna;GenomePos=785223;interval=101-175;Tm=78.34;Ncor=0	Staphylococcus	saprophyticus	NA
Fused/Bacteria/Staphylococcus/saprophyticus/Core.fna;GenomePos=1195333;interval=101-175;Tm=74.12;Ncor=0	Staphylococcus	saprophyticus	NA
Fused/Bacteria/Staphylococcus/saprophyticus/Core.fna;GenomePos=1449350;interval=101-175;Tm=73.20;Ncor=0	Staphylococcus	saprophyticus	NA
Fused/Bacteria/Staphylococcus/saprophyticus/Core.fna;GenomePos=1855626;interval=101-175;Tm=75.08;Ncor=0	Staphylococcus	saprophyticus	NA
Fused/Bacteria/Staphylococcus/saprophyticus/Core.fna;GenomePos=1917877;interval=101-175;Tm=75.65;Ncor=0	Staphylococcus	saprophyticus	NA
Fused/Bacteria/Staphylococcus/saprophyticus/Core.fna;GenomePos=2007839;interval=101-175;Tm=76.44;Ncor=0	Staphylococcus	saprophyticus	NA
Fused/Bacteria/Staphylococcus/saprophyticus/Core.fna;GenomePos=2104473;interval=101-175;Tm=76.57;Ncor=0	Staphylococcus	saprophyticus	NA
Fused/Bacteria/Staphylococcus/saprophyticus/Core.fna;GenomePos=2105039;interval=101-175;Tm=73.85;Ncor=0	Staphylococcus	saprophyticus	NA
Fused/Bacteria/Staphylococcus/saprophyticus/Core.fna;GenomePos=2105605;interval=101-175;Tm=75.08;Ncor=0	Staphylococcus	saprophyticus	NA
Fused/Bacteria/Staphylococcus/saprophyticus/Core.fna;GenomePos=2106737;interval=101-175;Tm=75.38;Ncor=0	Staphylococcus	saprophyticus	NA
Fused/Bacteria/Staphylococcus/saprophyticus/Core.fna;GenomePos=2107303;interval=101-175;Tm=75.79;Ncor=0	Staphylococcus	saprophyticus	NA
